1574.853094,5964.010706
1757.183547,5941.771922
1840.774477,5875.397366
1902.867833,5800.380816
1948.099249,5749.413842
1966.774128,5739.570649
1980.984406,5678.999341
2052.628185,5665.862343
2078.908147,5631.464536
2086.656072,5597.875271
2092.385893,5595.439344
2097.507209,5584.941890
2105.315329,5558.072602
2116.808872,5549.260389
2156.187885,5548.816374
2216.959752,5514.148275
2298.417067,5488.097647
2326.172439,5446.792994
2357.723308,5444.606945
2400.758145,5397.028779
2480.963559,5364.673167
2492.501597,5356.726680
2533.530601,5324.033912
2539.594252,5303.264213
2541.444189,5302.908467
2552.002066,5290.859654
2563.495639,5288.105207
2604.732847,5280.524973
2643.967383,5231.369454
2645.512398,5224.462913
2676.756779,5205.920424
2679.620355,5196.600963
2701.196023,5194.679262
2705.294841,5176.731309
2708.722741,5154.656210
2728.533921,5146.678657
2763.310113,5108.672734
2784.610449,5075.841560
2797.095719,5043.854217
2797.447076,5037.247880
2800.201220,5032.675280
2848.276406,4993.638818
2852.135754,4951.980158
2895.081124,4922.184811
2897.526610,4826.503675
2915.684045,4816.721717
2956.340680,4752.597246
3439.706918,4520.237240
3533.947748,4517.009348
3568.282101,4512.526978
3571.640077,4446.381697
3629.491804,4393.937353
3632.035703,4389.269121
3640.682507,4388.844163
3641.174026,4355.756876
3641.797090,4354.069205
3650.064773,4288.889408
3701.125679,4201.228421
3718.141701,4187.986997
3726.308070,4176.134196
3726.498867,4144.294696
3729.599031,4141.075384
3784.067214,4121.472636
3787.017736,4120.415839
3798.113164,4079.061854
3810.535323,4017.058973
3812.739356,3975.319131
3814.786792,3964.260505
3820.995842,3959.142569
3826.938523,3937.988003
3837.826853,3936.027064
3851.167297,3930.908500
3851.859902,3907.022052
3875.118175,2363.321868
3889.414747,2357.268805
